t,c_hash,dt_id,dt_name,dt_misses_counter,dt_restarts_update_same_size,dt_restarts_structural_change,dt_restarts_read,cm_split_succ_counter,cm_split_fail_counter,cm_merge_succ_counter,cm_merge_fail_counter,su_merge_partial_counter,su_merge_full_counter,dt_researchy_0,dt_researchy_1,dt_researchy_2,dt_researchy_3,dt_researchy_4,dt_researchy_5,dt_researchy_6,dt_researchy_7,dt_researchy_8,dt_researchy_9
7,4060952843860606973,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6099105,0
7,4060952843860606973,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4060952843860606973,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4060952843860606973,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4060952843860606973,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6095860,0
8,4060952843860606973,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4060952843860606973,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062522,0
9,4060952843860606973,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4060952843860606973,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,10,stock,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,8,orderline,0,0,8475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,7,order_wdc,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,6,order,0,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236584182,445221
0,10143592741971188246,2,customer,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,3,customerwdl,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,4,history,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10143592741971188246,5,neworder,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5922739,0
1,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002702,0
2,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030778,0
3,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031360,0
4,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045704,0
5,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062748,0
6,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6063589,0
7,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062178,0
8,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,10,stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,8,orderline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,1,district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,0,warehouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043377,0
9,10143592741971188246,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,4,history,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10143592741971188246,5,neworder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,10,stock,0,0,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,8,orderline,0,0,13173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,7,order_wdc,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,6,order,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,1,district,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,0,warehouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236588464,480834
0,16873104788869051131,2,customer,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,3,customerwdl,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,4,history,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16873104788869051131,5,neworder,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,10,stock,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,9,item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,8,orderline,0,38,152,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,7,order_wdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,6,order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,1,district,0,312,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,0,warehouse,0,1528,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46691469,6309
1,16873104788869051131,2,customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,3,customerwdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,4,history,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16873104788869051131,5,neworder,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
